 Diffraction intensities for potential:-1x1interp10001.in                      
#     -6     6       2.5440584414E-004
#     -5    -3       6.1278303612E-006
#     -5    -2       1.0486970571E-004
#     -5    -1       5.1157083449E-004
#     -5     0       9.6543465696E-004
#     -5     1       2.8860499643E-003
#     -5     2       2.9758225422E-003
#     -5     3       1.3792582037E-003
#     -5     4       4.5165426530E-004
#     -5     5       1.4466900832E-004
#     -4    -4       1.6732488372E-005
#     -4    -3       2.1170821921E-004
#     -4    -2       8.1102121493E-004
#     -4    -1       2.4722851378E-003
#     -4     0       1.0694095659E-002
#     -4     1       1.3473707705E-002
#     -4     2       1.0976268773E-002
#     -4     3       4.5461267324E-003
#     -4     4       2.6294280405E-003
#     -4     5       1.1852275575E-004
#     -3    -4       3.2324706558E-005
#     -3    -3       5.5554131476E-004
#     -3    -2       2.7260890243E-003
#     -3    -1       1.3488826416E-002
#     -3     0       3.1123842821E-002
#     -3     1       2.5264223960E-002
#     -3     2       1.3459723585E-002
#     -3     3       1.9402155465E-002
#     -3     4       3.0328721192E-003
#     -2    -5       5.9169262917E-005
#     -2    -4       1.9209875373E-004
#     -2    -3       1.3113828296E-003
#     -2    -2       1.2629582019E-002
#     -2    -1       3.0396800520E-002
#     -2     0       4.4763890760E-002
#     -2     1       1.9221377193E-002
#     -2     2       3.5452860469E-002
#     -2     3       3.4888747044E-002
#     -2     4       2.8225401707E-003
#     -1    -5       4.5013338866E-005
#     -1    -4       2.5472226852E-004
#     -1    -3       3.5053497042E-003
#     -1    -2       1.6095592992E-002
#     -1    -1       3.2148079903E-002
#     -1     0       6.3350701431E-003
#     -1     1       9.6172443185E-004
#     -1     2       1.2627577147E-001
#     -1     3       1.3645497716E-002
#      0    -5       2.2650904766E-005
#      0    -4       2.0003207301E-003
#      0    -3       1.3361630695E-002
#      0    -2       2.0254749780E-002
#      0    -1       3.2743624716E-003
#      0     0       7.2536530416E-002
#      0     1       7.5763426799E-002
#      0     2       5.7243200396E-003
#      1    -4       4.4456499572E-003
#      1    -3       4.0846154254E-002
#      1    -2       1.1907810677E-001
#      1    -1       5.5822883590E-002
#      1     0       3.7875850599E-002
#     -9     2       1.3845409546E-007
#     -9     3       2.3668404973E-006
#     -9     4       7.6411818586E-006
#     -8     0       5.6830852594E-008
#     -8     1       4.3399391694E-006
#     -8     2       1.8211951851E-005
#     -8     3       1.0647063476E-005
#     -8     4       9.4550848874E-005
#     -8     5       3.5312356370E-005
#     -7    -1       2.1679341821E-006
#     -7     0       1.4027654791E-005
#     -7     1       2.8055175441E-005
#     -7     2       1.4622660020E-004
#     -7     3       2.7725992791E-004
#     -7     4       6.3574815687E-005
#     -7     5       7.4235422151E-005
#     -6    -2       1.0258104602E-005
#     -6    -1       2.3951977258E-005
#     -6     0       2.6710242837E-004
#     -6     1       5.5503778182E-004
#     -6     2       9.0222243192E-004
#     -6     3       5.1834467535E-004
#     -6     4       1.9978551762E-004
#     -6     5       7.3234735855E-005
#     -5    -3       1.5980360879E-005
#     -5    -2       1.0992557936E-004
#     -5    -1       5.4305333207E-004
#     -5     0       9.4274992953E-004
#     -5     1       2.8348555395E-003
#     -5     2       3.0303531477E-003
#     -5     3       1.3723805461E-003
#     -5     4       3.3441661614E-004
#     -5     5       7.6826737447E-005
#     -4    -4       4.5972388525E-005
#     -4    -3       1.9745130909E-004
#     -4    -2       8.7068165290E-004
#     -4    -1       2.5137444107E-003
#     -4     0       1.0559469375E-002
#     -4     1       1.3501489293E-002
#     -4     2       1.1401559561E-002
#     -4     3       3.7987408627E-003
#     -4     4       2.6870091819E-003
#     -4     5       1.3191778327E-004
#     -3    -4       4.2987113697E-005
#     -3    -3       5.6201212504E-004
#     -3    -2       2.8473066687E-003
#     -3    -1       1.3421775870E-002
#     -3     0       3.0682802103E-002
#     -3     1       2.5757790060E-002
#     -3     2       1.3219924010E-002
#     -3     3       1.6774997567E-002
#     -3     4       3.4171549071E-003
#     -2    -5       6.1314541871E-005
#     -2    -4       2.0746531067E-004
#     -2    -3       1.3819226252E-003
#     -2    -2       1.2900013485E-002
#     -2    -1       2.9223912721E-002
#     -2     0       4.4493872113E-002
#     -2     1       2.0928769415E-002
#     -2     2       3.0354221111E-002
#     -2     3       3.4639657668E-002
#     -2     4       3.4809964915E-003
#     -1    -5       7.6592180561E-005
#     -1    -4       3.0186448632E-004
#     -1    -3       3.8610381089E-003
#     -1    -2       1.7038672434E-002
#     -1    -1       2.9673294386E-002
#     -1     0       8.2078828285E-003
#     -1     1       2.5078581481E-004
#     -1     2       1.2093386008E-001
#     -1     3       1.4257412493E-002
#      0    -5       4.0732518359E-005
#      0    -4       2.0987973343E-003
#      0    -3       1.4005879920E-002
#      0    -2       2.5440105721E-002
#      0    -1       2.7290401831E-003
#      0     0       7.8577113222E-002
#      0     1       5.4175592614E-002
#      0     2       6.4836526797E-003
#      1    -4       3.6401143433E-003
#      1    -3       3.9480502539E-002
#      1    -2       1.3205288068E-001
#      1    -1       5.2323096542E-002
#      1     0       5.1654779147E-002
#     -9     2       3.5631773418E-007
#     -9     3       3.4384780549E-006
#     -9     4       8.4450817537E-006
#     -8     0       4.0704785069E-007
#     -8     1       2.2413833219E-006
#     -8     2       1.7687308480E-005
#     -8     3       8.7498292951E-006
#     -8     4       9.2440446723E-005
#     -8     5       2.7142297646E-005
#     -7    -1       3.3690778402E-006
#     -7     0       1.2971286550E-005
#     -7     1       2.5001380209E-005
#     -7     2       1.4195038835E-004
#     -7     3       2.8154887591E-004
#     -7     4       7.2269139959E-005
#     -7     5       5.9427288950E-005
#     -6    -2       8.9899035916E-006
#     -6    -1       2.7286935423E-005
#     -6     0       2.7293593139E-004
#     -6     1       5.5388133488E-004
#     -6     2       8.9990589499E-004
#     -6     3       5.7135450662E-004
#     -6     4       2.1507056930E-004
#     -6     5       5.6733973136E-005
#     -5    -3       5.0609750423E-006
#     -5    -2       1.3783034450E-004
#     -5    -1       5.6076163194E-004
#     -5     0       9.6322402940E-004
#     -5     1       2.7979282338E-003
#     -5     2       2.9971942964E-003
#     -5     3       1.5173132115E-003
#     -5     4       2.1720303258E-004
#     -5     5       1.1264676278E-004
#     -4    -4       2.4506999463E-005
#     -4    -3       2.6645180923E-004
#     -4    -2       9.0445804299E-004
#     -4    -1       2.6490780071E-003
#     -4     0       1.0842981448E-002
#     -4     1       1.3785888286E-002
#     -4     2       1.1545274927E-002
#     -4     3       3.9566642810E-003
#     -4     4       1.8360958914E-003
#     -4     5       3.7227438307E-004
#     -3    -4       6.4603205642E-005
#     -3    -3       6.7871777169E-004
#     -3    -2       3.0762423151E-003
#     -3    -1       1.3936925648E-002
#     -3     0       3.2037472932E-002
#     -3     1       2.7108975483E-002
#     -3     2       1.3041459402E-002
#     -3     3       1.6022324411E-002
#     -3     4       2.4752776648E-003
#     -2    -5       2.5335217338E-005
#     -2    -4       1.3245136360E-004
#     -2    -3       1.9225248160E-003
#     -2    -2       1.3496007539E-002
#     -2    -1       3.1058504023E-002
#     -2     0       4.7088481394E-002
#     -2     1       2.3524170119E-002
#     -2     2       2.4771338801E-002
#     -2     3       3.4745805460E-002
#     -2     4       2.0303610566E-003
#     -1    -5       8.4747433044E-005
#     -1    -4       8.0321552901E-005
#     -1    -3       5.4016013379E-003
#     -1    -2       1.7876857039E-002
#     -1    -1       3.4346164180E-002
#     -1     0       8.7384709080E-003
#     -1     1       1.1048243293E-003
#     -1     2       1.0611518709E-001
#     -1     3       1.9741148956E-002
#      0    -5       1.3785078790E-004
#      0    -4       3.1065833774E-004
#      0    -3       1.4411943447E-002
#      0    -2       2.1304972324E-002
#      0    -1       4.8623744201E-003
#      0     0       8.2355984199E-002
#      0     1       4.0815155710E-002
#      0     2       1.4471565348E-002
#      1    -4       3.0111771213E-004
#      1    -3       3.4660879252E-002
#      1    -2       9.4977835973E-002
#      1    -1       5.5668659168E-002
#      1     0       7.4328141247E-002
#      2    -3       2.7474403850E-003
#      2    -2       1.9062852632E-002
#     -9     2       3.0226618895E-007
#     -9     3       6.4576979113E-006
#     -9     4       1.0636175915E-005
#     -8     0       3.9849830537E-007
#     -8     1       5.8702421492E-006
#     -8     2       2.0448008754E-005
#     -8     3       1.2367854196E-005
#     -8     4       9.2579402015E-005
#     -8     5       2.3229677620E-005
#     -7    -1       2.0968645597E-006
#     -7     0       1.4372520530E-005
#     -7     1       2.0615180893E-005
#     -7     2       1.1927820330E-004
#     -7     3       2.4026808667E-004
#     -7     4       6.5950793418E-005
#     -7     5       4.7196793690E-005
#     -6    -2       9.7741366465E-006
#     -6    -1       2.8986926869E-005
#     -6     0       2.8723292998E-004
#     -6     1       5.6021108602E-004
#     -6     2       9.0509756629E-004
#     -6     3       5.4793362334E-004
#     -6     4       2.4155611215E-004
#     -6     5       5.1436719307E-005
#     -5    -3       8.4016689628E-006
#     -5    -2       1.2200427366E-004
#     -5    -1       5.8707588918E-004
#     -5     0       1.0120923604E-003
#     -5     1       2.7834945426E-003
#     -5     2       3.0274762970E-003
#     -5     3       1.4355535651E-003
#     -5     4       3.1767473091E-004
#     -5     5       3.4601023784E-005
#     -4    -4       5.6428454122E-005
#     -4    -3       2.1521695375E-004
#     -4    -2       9.2650966450E-004
#     -4    -1       2.8776046980E-003
#     -4     0       1.1116391985E-002
#     -4     1       1.4046869360E-002
#     -4     2       1.2226936438E-002
#     -4     3       3.7963069044E-003
#     -4     4       2.1544857557E-003
#     -4     5       2.7105865745E-005
#     -3    -4       6.4165267480E-005
#     -3    -3       5.7883006897E-004
#     -3    -2       3.2386428447E-003
#     -3    -1       1.4964894183E-002
#     -3     0       3.2615239474E-002
#     -3     1       2.8498590471E-002
#     -3     2       1.4575497366E-002
#     -3     3       1.4337581971E-002
#     -3     4       2.8799293389E-003
#     -2    -5       5.8875559307E-005
#     -2    -4       2.4755104701E-004
#     -2    -3       1.2952350615E-003
#     -2    -2       1.4928722329E-002
#     -2    -1       3.2405345933E-002
#     -2     0       4.8468939508E-002
#     -2     1       2.6374855317E-002
#     -2     2       2.4872417238E-002
#     -2     3       3.1680382450E-002
#     -2     4       3.6743804064E-003
#     -1    -5       4.9299318782E-005
#     -1    -4       3.1701605304E-004
#     -1    -3       3.1664232312E-003
#     -1    -2       2.2373899247E-002
#     -1    -1       3.4438155666E-002
#     -1     0       9.8177220606E-003
#     -1     1       1.8715850501E-003
#     -1     2       1.0260382875E-001
#     -1     3       2.0912910911E-002
#      0    -5       7.4221383149E-005
#      0    -4       2.3954287885E-003
#      0    -3       8.1255685123E-003
#      0    -2       2.8154442517E-002
#      0    -1       6.8645261847E-003
#      0     0       6.0528254743E-002
#      0     1       4.5483112152E-002
#      0     2       2.1741062699E-002
#      1    -4       4.2865468847E-003
#      1    -3       1.6822458724E-002
#      1    -2       9.4296491945E-002
#      1    -1       5.0174815631E-002
#      1     0       4.3161628155E-002
#      2    -3       2.3083465573E-002
#      2    -2       4.3410178866E-002
#     -9     2       6.2961088002E-007
#     -9     3       6.3356353441E-007
#     -8     0       4.5267173046E-008
#     -8     1       4.1570761466E-006
#     -8     2       1.9390824440E-005
#     -8     3       1.7577929206E-005
#     -8     4       1.1025168691E-004
#     -8     5       1.8731301254E-005
#     -7    -1       2.6394281310E-006
#     -7     0       1.6302787700E-005
#     -7     1       2.8445949144E-005
#     -7     2       1.3782973156E-004
#     -7     3       2.7180471348E-004
#     -7     4       7.7921970410E-005
#     -7     5       3.4003235817E-005
#     -6    -2       1.0381704651E-005
#     -6    -1       2.3590977442E-005
#     -6     0       2.8680845474E-004
#     -6     1       5.5122367591E-004
#     -6     2       8.9342633127E-004
#     -6     3       5.6975162441E-004
#     -6     4       2.1776015815E-004
#     -6     5       6.3236124982E-005
#     -5    -3       2.1633749154E-006
#     -5    -2       1.3615989562E-004
