 Diffraction intensities for potential:g-5x5_00D10001.in                       
#     -4   -15       7.4588855178E-019
#     -4   -14       1.0234007103E-048
#     -4   -13       4.8716296583E-023
#     -4   -12       2.2898856087E-028
#     -4   -11       1.6635117297E-048
#     -4   -10       6.6095511698E-019
#     -4    -9       5.9411305153E-050
#     -4    -8       5.0449559809E-023
#     -4    -7       9.6462927249E-027
#     -4    -6       3.2716801461E-048
#     -4    -5       2.4126382960E-019
#     -4    -4       1.3827724980E-048
#     -4    -3       2.1860658822E-023
#     -4    -2       4.5970645715E-026
#     -4    -1       2.8008023261E-049
#     -4     0       5.1029196054E-020
#     -4     1       2.0218908965E-048
#     -4     2       4.1146946962E-024
#     -4     3       3.7636069532E-026
#     -4     4       8.8393518396E-049
#     -4     5       5.0810141554E-021
#     -4     6       3.5082159996E-048
#     -4     7       2.8036770532E-025
#     -4     8       1.2264692909E-026
#     -4     9       2.0446583265E-048
#     -4    10       9.4060223881E-022
#     -3   -27       3.9584241365E-050
#     -3   -26       4.4146534656E-050
#     -3   -25       8.7362871854E-028
#     -3   -24       1.6157401781E-050
#     -3   -23       1.1118032111E-017
#     -3   -22       4.3747044676E-054
#     -3   -21       9.0618848300E-051
#     -3   -20       1.8949073676E-026
#     -3   -19       5.7882152051E-051
#     -3   -18       8.7778751100E-019
#     -3   -17       9.0889882209E-051
#     -3   -16       1.9888938248E-051
#     -3   -15       3.2909479335E-025
#     -3   -14       2.7935617831E-051
#     -3   -13       3.6440817487E-020
#     -3   -12       1.4086783692E-050
#     -3   -11       3.8380308917E-053
#     -3   -10       2.1908550828E-024
#     -3    -9       8.6716347382E-051
#     -3    -8       3.8159541040E-021
#     -3    -7       5.7361112268E-050
#     -3    -6       8.9790918875E-053
#     -3    -5       1.4211002252E-024
#     -3    -4       8.1849745535E-050
#     -3    -3       1.3702816764E-021
#     -3    -2       3.3804184604E-050
#     -3    -1       1.2019811191E-050
#     -3     0       3.7609691523E-024
#     -3     1       5.4509979571E-050
#     -3     2       1.3142526433E-022
#     -3     3       2.8712892456E-049
#     -3     4       7.4998399321E-051
#     -3     5       1.2424307772E-023
#     -3     6       1.5676708216E-049
#     -3     7       2.7728385089E-024
#     -3     8       4.9155491433E-050
#     -3     9       5.8777974308E-051
#     -2   -27       3.2151592283E-030
#     -2   -26       1.3243925184E-052
#     -2   -25       6.1352796240E-030
#     -2   -24       2.0725768844E-050
#     -2   -23       1.0484251560E-048
#     -2   -22       3.3580340170E-028
#     -2   -21       7.5563591921E-054
#     -2   -20       1.7316723885E-028
#     -2   -19       4.4129279819E-051
#     -2   -18       1.9212107008E-045
#     -2   -17       3.4971374592E-027
#     -2   -16       1.1817880567E-054
#     -2   -15       1.1046600423E-027
#     -2   -14       2.5071151505E-050
#     -2   -13       3.7950897517E-043
#     -2   -12       7.3744612046E-027
#     -2   -11       8.3736570255E-055
#     -2   -10       1.4322609770E-027
#     -2    -9       9.1448155081E-048
#     -2    -8       1.1925760072E-039
#     -2    -7       9.3585569760E-027
#     -2    -6       2.6088132704E-055
#     -2    -5       4.6095641706E-027
#     -2    -4       1.2079104101E-045
#     -2    -3       1.5634014130E-036
#     -2    -2       7.5718162966E-027
#     -2    -1       3.9531142703E-056
#     -2     0       2.2184850097E-026
#     -2     1       4.4059999373E-044
#     -2     2       2.6250551945E-034
#     -2     3       2.1990677826E-027
#     -2     4       3.8881775004E-057
#     -2     5       4.1743064940E-026
#     -2     6       8.3342619503E-044
#     -2     7       1.6111507612E-033
#     -2     8       1.9017099765E-028
#     -1   -27       3.5057954415E-037
#     -1   -26       1.0395620025E-051
#     -1   -25       1.5209780157E-029
#     -1   -24       6.2296511035E-044
#     -1   -23       1.8963703363E-020
#     -1   -22       6.2502586174E-033
#     -1   -21       4.3251071611E-050
#     -1   -20       4.6901883203E-028
#     -1   -19       1.2053513355E-042
#     -1   -18       3.1356121556E-021
#     -1   -17       8.3435217196E-030
#     -1   -16       1.2432180103E-049
#     -1   -15       2.2727929557E-027
#     -1   -14       2.6455506855E-042
#     -1   -13       2.2512893979E-021
#     -1   -12       5.2423915747E-027
#     -1   -11       1.5141582010E-048
#     -1   -10       3.3498929465E-027
#     -1    -9       2.9019970727E-042
#     -1    -8       8.6276719525E-022
#     -1    -7       1.3618130562E-024
#     -1    -6       1.6781130418E-046
#     -1    -5       1.8044951759E-027
#     -1    -4       1.3091098018E-042
#     -1    -3       1.6819912573E-022
#     -1    -2       2.0434801402E-022
#     -1    -1       6.9400201395E-045
#     -1     0       4.1998984422E-028
#     -1     1       2.3868322722E-043
#     -1     2       1.6063341888E-023
#     -1     3       3.7495753050E-019
#     -1     4       1.2869656421E-044
#     -1     5       3.3361503833E-029
#     -1     6       1.0309374553E-044
#      0   -26       4.4417607178E-030
#      0   -25       1.1579327706E-005
#      0   -24       4.0616699387E-016
#      0   -23       1.3916184058E-027
#      0   -22       1.3245214507E-015
#      0   -21       2.6291218516E-028
#      0   -20       3.9378090215E-004
#      0   -19       2.3406717451E-016
#      0   -18       1.4736920293E-026
#      0   -17       2.3148409420E-016
#      0   -16       9.8228741356E-028
#      0   -15       3.1291479858E-003
#      0   -14       9.4886182050E-017
#      0   -13       3.8786566494E-026
#      0   -12       2.4793254295E-017
#      0   -11       9.6353561606E-028
#      0   -10       1.8246436452E-002
#      0    -9       1.6134109594E-017
#      0    -8       4.2230378570E-026
#      0    -7       1.6361420367E-018
#      0    -6       3.9035834751E-028
#      0    -5       7.1104980378E-002
#      0    -4       1.4706709259E-018
#      0    -3       1.8305859753E-026
#      0    -2       1.1867478452E-019
#      0    -1       9.2390020890E-029
#      0     0       4.5776857096E-002
#      0     1       6.4183919852E-019
#      0     2       2.9391104505E-027
#      0     3       8.2248878715E-020
#      0     4       1.3904038617E-029
#      0     5       7.9249043657E-002
#      1   -26       3.9844460274E-047
#      1   -25       8.8579465500E-019
#      1   -24       2.2465076030E-049
#      1   -23       3.9516213254E-025
#      1   -22       2.5195212838E-032
#      1   -21       1.4462752787E-047
#      1   -20       2.4331386758E-019
#      1   -19       1.0635717301E-049
#      1   -18       2.7751391572E-024
#      1   -17       1.2261022430E-029
#      1   -16       2.1532220704E-048
#      1   -15       8.5214256319E-020
#      1   -14       3.9952762603E-049
#      1   -13       6.3290786276E-024
#      1   -12       6.5407220034E-028
#      1   -11       9.4723383386E-049
#      1   -10       3.9888672340E-020
#      1    -9       7.7067341410E-050
#      1    -8       4.1689364357E-024
#      1    -7       3.2335254682E-027
#      1    -6       2.7969526443E-049
#      1    -5       1.2236736986E-020
#      1    -4       2.4683614493E-049
#      1    -3       1.1950815186E-024
#      1    -2       3.6512548962E-027
#      1    -1       1.9231736407E-050
#      1     0       1.8930277511E-021
#      1     1       8.8661844890E-049
#      1     2       1.3015601053E-025
#      1     3       9.3109344189E-028
#      1     4       1.0674350183E-049
#      2   -25       5.5382910526E-028
#      2   -24       5.7160992139E-050
#      2   -23       1.7888764690E-015
#      2   -22       2.7493314498E-049
#      2   -21       6.1178631825E-050
#      2   -20       2.5070141513E-026
#      2   -19       1.1143096444E-049
#      2   -18       3.2052572270E-016
#      2   -17       1.7957754406E-049
#      2   -16       2.7523660580E-050
#      2   -15       4.6175348407E-024
#      2   -14       7.4693204381E-050
#      2   -13       2.8535930448E-017
#      2   -12       1.4996954071E-049
#      2   -11       2.5715067940E-050
#      2   -10       6.1528877338E-023
#      2    -9       8.9814803609E-050
#      2    -8       3.7737917156E-018
#      2    -7       3.0848500317E-050
#      2    -6       1.0375600970E-049
#      2    -5       2.7797363258E-023
#      2    -4       1.5208703611E-049
#      2    -3       2.4118431618E-019
#      2    -2       1.7274414119E-049
#      2    -1       2.0879589710E-048
#      2     0       1.8233052223E-022
#      2     1       1.7841219874E-049
#      2     2       1.2485557348E-020
#      3   -24       6.5697780230E-049
#      3   -23       2.9267991476E-046
#      3   -22       1.2444299484E-028
#      3   -21       1.4536166060E-052
#      3   -20       3.1193097428E-029
#      3   -19       3.3321800635E-049
#      3   -18       1.0484020683E-042
#      3   -17       5.0391604057E-028
#      3   -16       2.1154643604E-053
#      3   -15       3.2137053340E-028
#      3   -14       1.7269763156E-048
#      3   -13       5.6169187240E-040
#      3   -12       6.4980591547E-028
#      3   -11       1.3095797765E-054
#      3   -10       2.6201295136E-027
#      3    -9       4.3137216202E-046
#      3    -8       2.6839135815E-037
#      3    -7       5.1594657452E-028
#      3    -6       2.4046630054E-056
#      3    -5       4.1741196201E-026
#      3    -4       8.0323961878E-044
#      3    -3       9.3359064788E-034
#      3    -2       2.3950517162E-028
#      3    -1       5.1101617575E-058
#      3     0       3.3387331977E-025
#      4   -23       3.1315344553E-021
#      4   -22       1.1451631348E-031
#      4   -21       6.1418436506E-050
#      4   -20       8.0653347541E-029
#      4   -19       3.5081640541E-043
#      4   -18       1.1047263692E-021
#      4   -17       1.9679382348E-028
#      4   -16       9.0435185628E-050
#      4   -15       2.1068473460E-028
#      4   -14       3.1300891683E-043
#      4   -13       3.1614480507E-022
#      4   -12       2.4034200163E-026
#      4   -11       4.4438584058E-047
#      4   -10       1.4383914913E-028
#      4    -9       1.2887294940E-043
#      4    -8       5.5737737399E-023
#      4    -7       4.3096929826E-024
#      4    -6       1.3384312813E-044
#      4    -5       3.3452767445E-029
#      4    -4       3.8458888708E-044
#      4    -3       4.1433021090E-024
#      4    -2       1.9410591203E-020
#      5   -22       4.7872373388E-017
#      5   -21       2.2842154763E-029
#      5   -20       9.7058219416E-004
#      5   -19       8.6214602557E-015
#      5   -18       4.9563135618E-030
#      5   -17       3.5296618175E-017
#      5   -16       3.9424599271E-029
#      5   -15       1.5731195736E-002
#      5   -14       1.3835132336E-015
#      5   -13       2.0287684723E-027
#      5   -12       7.5395027601E-018
#      5   -11       1.5852060298E-029
#      5   -10       7.6388759000E-002
#      5    -9       7.0932707655E-017
#      5    -8       1.4628111587E-028
#      5    -7       3.1305479417E-019
#      5    -6       3.5962741950E-030
#      5    -5       7.9248977110E-002
#      5    -4       1.5141635898E-019
#      6   -19       1.1239923474E-049
#      6   -18       1.0734664881E-025
#      6   -17       1.0024520401E-029
#      6   -16       3.6049240810E-048
#      6   -15       4.6151452584E-022
#      6   -14       8.9804243698E-051
#      6   -13       1.4954953064E-025
#      6   -12       6.9539246334E-029
#      6   -11       6.8983664101E-049
#      6   -10       5.2751170466E-022
#      6    -9       2.9585499795E-049
#      6    -8       1.0335048206E-025
#      7   -14       2.4822029616E-049
#    -51    10       3.8309421222E-031
#    -51    11       3.6331326526E-046
#    -51    12       2.6527119483E-060
#    -51    13       1.8759653007E-054
#    -51    14       3.7229006897E-054
#    -51    15       2.9544974351E-031
#    -51    16       9.1555000708E-047
#    -51    17       6.2517009978E-061
#    -51    18       4.2068262838E-056
#    -50     6       2.2747535939E-030
#    -50     7       4.5251376928E-030
#    -50     8       5.0776762627E-033
#    -50     9       8.6123356107E-027
#    -50    10       1.8584159068E-007
#    -50    11       4.7006484680E-030
#    -50    12       3.7999839966E-031
#    -50    13       1.1985619067E-032
#    -50    14       2.3473111542E-027
#    -50    15       8.8007947444E-008
#    -50    16       2.5954498867E-030
#    -50    17       5.7833148879E-032
#    -50    18       6.0952729315E-033
#    -50    19       3.0000058846E-028
#    -50    20       1.1948855344E-007
#    -50    21       2.9569797746E-031
#    -49     3       3.4440035668E-061
#    -49     4       1.5338344456E-062
#    -49     5       1.6382436142E-032
#    -49     6       4.4156913025E-037
#    -49     7       3.2289556085E-060
#    -49     8       1.3697224948E-060
#    -49     9       1.8553232662E-059
#    -49    10       4.5492403424E-032
#    -49    11       5.6107384435E-037
#    -49    12       1.3521098090E-060
#    -49    13       2.1815629695E-060
#    -49    14       2.7647775348E-058
#    -49    15       3.6031747137E-032
#    -49    16       2.6906807104E-037
#    -49    17       5.6267419183E-061
#    -49    18       1.4765939769E-060
#    -49    19       3.3487561923E-057
#    -49    20       1.2873369940E-032
#    -49    21       5.2172594926E-038
#    -49    22       2.3749309881E-061
#    -48     1       4.8520425801E-054
#    -48     2       8.2221940212E-058
#    -48     3       2.2774485360E-061
#    -48     4       2.7636317795E-041
#    -48     5       3.7805869539E-032
#    -48     6       7.0340148578E-053
#    -48     7       3.2693279542E-055
#    -48     8       9.5653521343E-061
#    -48     9       2.6349479592E-039
#    -48    10       1.0567449905E-031
#    -48    11       3.7643006702E-053
#    -48    12       1.5817757094E-052
#    -48    13       3.7578986216E-059
#    -48    14       9.0225605549E-038
#    -48    15       8.1920467404E-032
#    -48    16       3.4435324412E-054
#    -48    17       1.5571990444E-049
#    -48    18       2.1642580202E-058
#    -48    19       6.0934107093E-037
#    -48    20       2.1798598991E-032
#    -48    21       7.0045359907E-056
#    -48    22       3.9209798390E-047
#    -48    23       2.7136850267E-058
#    -48    24       1.2329813835E-036
#    -47    -1       5.7286992257E-053
#    -47     0       7.3532396634E-024
#    -47     1       4.7412585237E-051
#    -47     2       1.7555524608E-055
#    -47     3       7.6598189438E-057
#    -47     4       1.2055053949E-053
#    -47     5       3.4049896205E-022
#    -47     6       2.8912332898E-048
#    -47     7       3.9374090063E-056
#    -47     8       6.2873013914E-056
#    -47     9       1.1032630379E-054
#    -47    10       8.4699138581E-023
#    -47    11       3.4245447902E-045
#    -47    12       7.8205423084E-057
#    -47    13       2.1112482600E-056
#    -47    14       2.0974879762E-055
#    -47    15       2.2406736632E-023
#    -47    16       1.0652731142E-042
#    -47    17       5.5184633827E-056
#    -47    18       5.2029353491E-057
#    -47    19       4.1078538002E-056
#    -47    20       2.1939356070E-024
#    -47    21       1.4332619228E-039
#    -47    22       1.8820650190E-056
#    -47    23       4.9134109267E-056
#    -47    24       2.8540466134E-057
#    -46    -3       9.6843933873E-060
#    -46    -2       1.3210067617E-052
#    -46    -1       4.2040350405E-051
#    -46     0       5.3412982467E-030
#    -46     1       1.3680966733E-046
#    -46     2       1.1773202669E-059
#    -46     3       1.2832175381E-052
#    -46     4       3.0896771327E-050
#    -46     5       4.7665094587E-029
#    -46     6       1.3265290170E-046
#    -46     7       3.7746854297E-060
#    -46     8       4.5452366438E-052
#    -46     9       5.8223379226E-050
#    -46    10       9.6191449743E-029
#    -46    11       7.2205757962E-047
#    -46    12       5.4937129645E-059
#    -46    13       3.4319038059E-052
#    -46    14       3.8357123183E-050
#    -46    15       5.4015545392E-029
#    -46    16       1.4137124478E-047
#    -46    17       1.2750436453E-058
#    -46    18       1.2918932665E-051
#    -46    19       1.3076581351E-050
#    -46    20       1.3548737796E-029
#    -46    21       1.0346310116E-049
#    -46    22       8.2210025677E-059
#    -46    23       5.1198350461E-049
#    -46    24       1.8203997810E-051
#    -46    25       1.2221750168E-030
#    -45    -4       1.0735401567E-029
#    -45    -3       2.1252406857E-026
#    -45    -2       5.9764228368E-032
#    -45    -1       7.7205082204E-023
#    -45     0       6.3518425188E-007
#    -45     1       1.7320543736E-028
#    -45     2       1.5329070136E-027
#    -45     3       8.4375293909E-031
#    -45     4       1.1474961422E-023
#    -45     5       1.5567409051E-006
#    -45     6       7.1280163252E-028
#    -45     7       2.0945155594E-028
#    -45     8       2.7715058672E-030
#    -45     9       9.0413919086E-025
#    -45    10       2.4859245962E-006
#    -45    11       9.5092805583E-028
#    -45    12       5.9768817273E-029
#    -45    13       3.2285220462E-030
#    -45    14       4.0798255502E-026
#    -45    15       1.9922801668E-006
#    -45    16       4.3500553219E-028
#    -45    17       1.3558655064E-029
#    -45    18       1.3854921414E-030
#    -45    19       2.4968392869E-027
#    -45    20       1.1578968240E-006
#    -45    21       8.1804362679E-029
#    -45    22       1.3754695682E-030
#    -45    23       2.7013698290E-031
#    -45    24       7.8365439446E-029
#    -45    25       2.4872856779E-007
#    -45    26       5.0331701170E-030
#    -44    -6       1.1473249500E-056
#    -44    -5       1.6002787827E-032
#    -44    -4       1.5383090822E-035
#    -44    -3       1.1686926131E-059
#    -44    -2       4.5834673329E-061
#    -44    -1       3.5662439533E-057
#    -44     0       5.8773022781E-031
#    -44     1       1.4905353009E-034
#    -44     2       1.0374338439E-059
#    -44     3       1.1461514675E-059
#    -44     4       1.5356014047E-057
#    -44     5       3.1778282191E-030
#    -44     6       3.5848470505E-034
#    -44     7       1.3278559335E-059
#    -44     8       4.6905952893E-059
#    -44     9       8.9516950063E-058
#    -44    10       4.6374865272E-030
#    -44    11       4.2439520214E-034
#    -44    12       2.1208722750E-059
#    -44    13       6.2700304071E-059
#    -44    14       5.4148074975E-057
#    -44    15       2.4053362321E-030
#    -44    16       1.7915275939E-034
#    -44    17       1.4642124963E-059
#    -44    18       2.8720162344E-059
#    -44    19       9.6573060154E-055
#    -44    20       6.2474613944E-031
#    -44    21       3.3171021970E-035
#    -44    22       4.3051919682E-060
#    -44    23       5.7438368693E-060
#    -44    24       3.6108390366E-052
#    -44    25       8.1525331010E-032
#    -44    26       1.4044572959E-036
#    -43    -7       1.1945126700E-061
#    -43    -6       2.5677126928E-043
#    -43    -5       3.7642974128E-032
#    -43    -4       6.5355219985E-055
#    -43    -3       1.7931840903E-056
#    -43    -2       6.4463471075E-061
#    -43    -1       2.4562000149E-040
#    -43     0       1.1392432123E-030
#    -43     1       1.5996388057E-053
#    -43     2       3.8970295998E-055
#    -43     3       2.2913472566E-060
#    -43     4       4.5411310689E-038
#    -43     5       5.9547220546E-030
#    -43     6       1.7934684345E-053
#    -43     7       2.1704217584E-053
#    -43     8       2.6552404701E-059
#    -43     9       3.8910748720E-036
#    -43    10       8.7562248989E-030
#    -43    11       1.9328235828E-054
#    -43    12       4.0152746637E-050
#    -43    13       9.8112006982E-059
#    -43    14       4.4252357506E-035
#    -43    15       4.9907716109E-030
#    -43    16       1.8210636759E-056
#    -43    17       7.9831219124E-048
#    -43    18       3.3509655448E-059
#    -43    19       6.5416665614E-035
#    -43    20       1.1757114521E-030
#    -43    21       1.4683517342E-056
#    -43    22       3.7792664996E-046
#    -43    23       1.0026989702E-059
#    -43    24       1.1411395834E-034
#    -43    25       9.7457311237E-032
#    -43    26       1.2529388941E-057
#    -43    27       2.0037232456E-045
#    -42    -8       5.1468947010E-056
#    -42    -7       6.4256127211E-056
#    -42    -6       7.6528227880E-052
#    -42    -5       3.4137360952E-023
#    -42    -4       3.5317146828E-050
#    -42    -3       5.8879574635E-056
#    -42    -2       2.3436817290E-056
#    -42    -1       1.5982610694E-052
#    -42     0       7.8266053932E-023
#    -42     1       2.6931147716E-047
#    -42     2       3.1028314512E-056
#    -42     3       2.5196226213E-056
#    -42     4       2.7264288530E-053
#    -42     5       4.0132129194E-023
#    -42     6       1.2269639059E-044
#    -42     7       2.6672182568E-057
#    -42     8       3.5809079379E-057
#    -42     9       3.9574285137E-054
#    -42    10       2.2128323901E-024
#    -42    11       1.6888751434E-042
#    -42    12       2.5489602666E-056
#    -42    13       3.3466575223E-057
#    -42    14       6.8828880576E-055
#    -42    15       6.0908762472E-025
#    -42    16       1.9628033838E-039
#    -42    17       2.5422634748E-057
#    -42    18       1.4380590757E-056
#    -42    19       5.2252190450E-056
#    -42    20       5.4122902545E-025
#    -42    21       1.3514707335E-035
#    -42    22       9.3003307881E-057
#    -42    23       2.4589089887E-056
#    -42    24       2.2842773733E-056
#    -42    25       5.4103776249E-026
#    -42    26       2.5983532622E-032
#    -42    27       1.9738431455E-056
#    -41   -10       3.8396753474E-031
#    -41    -9       1.5106635594E-050
#    -41    -8       6.1149528548E-058
#    -41    -7       1.0531286387E-049
#    -41    -6       2.5800729861E-048
#    -41    -5       4.7688894381E-029
#    -41    -4       2.0358364147E-047
#    -41    -3       7.2376668919E-059
#    -41    -2       3.1060361564E-050
#    -41    -1       2.4057086312E-047
#    -41     0       9.3145754543E-028
#    -41     1       3.5679566278E-047
#    -41     2       4.5372290127E-058
#    -41     3       1.0321119513E-049
#    -41     4       5.3422869058E-047
#    -41     5       4.1494649083E-027
#    -41     6       2.4210605526E-047
#    -41     7       2.3108853514E-057
#    -41     8       1.7535031359E-049
#    -41     9       6.6341588744E-047
#    -41    10       6.0235881602E-027
#    -41    11       7.6737215290E-048
#    -41    12       2.5282136444E-057
#    -41    13       1.1913706698E-049
#    -41    14       4.0341912313E-047
#    -41    15       3.1298683408E-027
#    -41    16       4.1122519088E-049
#    -41    17       8.3173202243E-058
#    -41    18       1.4618878485E-049
#    -41    19       1.0664435232E-047
#    -41    20       7.1678225544E-028
#    -41    21       1.4095619302E-049
#    -41    22       1.5851268479E-059
#    -41    23       1.7216981782E-046
#    -41    24       1.0673233048E-048
#    -41    25       7.5592805401E-029
#    -41    26       6.3722845420E-047
#    -41    27       3.1830042997E-058
#    -40   -11       2.0505278737E-022
#    -40   -10       1.8583845718E-007
#    -40    -9       1.5383373677E-029
#    -40    -8       2.1726305135E-024
#    -40    -7       3.8202121447E-031
#    -40    -6       7.4846710880E-023
#    -40    -5       1.5567576164E-006
#    -40    -4       4.3747444278E-027
#    -40    -3       1.2868540693E-025
#    -40    -2       1.2041628332E-029
#    -40    -1       2.0059389536E-023
#    -40     0       8.0519511301E-006
#    -40     1       3.5361948657E-026
#    -40     2       1.1212518817E-026
#    -40     3       7.9399177722E-029
#    -40     4       4.1959955232E-024
#    -40     5       1.3340576506E-005
#    -40     6       8.5434682711E-026
#    -40     7       4.5340818767E-027
#    -40     8       1.8004307371E-028
#    -40     9       6.4610891712E-025
#    -40    10       2.0460375274E-005
#    -40    11       8.6676651149E-026
#    -40    12       1.7978959446E-027
#    -40    13       1.7380977972E-028
#    -40    14       9.2564388066E-026
#    -40    15       1.7058756121E-005
#    -40    16       3.4393607219E-026
#    -40    17       3.9486337432E-028
#    -40    18       6.0359960434E-029
#    -40    19       1.0973638380E-026
#    -40    20       7.1389758975E-006
#    -40    21       5.0927642075E-027
#    -40    22       3.8259958126E-029
#    -40    23       8.1112004924E-030
#    -40    24       6.6435284472E-028
#    -40    25       3.4328798233E-006
#    -40    26       2.2401717070E-028
#    -40    27       9.2691162975E-031
#    -39   -12       1.7066747879E-061
#    -39   -11       9.4544277975E-057
#    -39   -10       4.4289500644E-032
#    -39    -9       4.9961655003E-034
#    -39    -8       1.6533900342E-057
#    -39    -7       3.7541463350E-060
#    -39    -6       1.5503055382E-057
#    -39    -5       3.2054142708E-030
#    -39    -4       7.7191334257E-033
#    -39    -3       3.0299636821E-058
#    -39    -2       1.5887140276E-058
#    -39    -1       2.2435724369E-058
#    -39     0       4.8751511683E-029
#    -39     1       3.2999704297E-032
#    -39     2       3.7904299569E-059
#    -39     3       8.6373828377E-058
#    -39     4       7.6401054891E-057
#    -39     5       1.6339917190E-028
#    -39     6       6.7420064894E-032
#    -39     7       4.2156229501E-058
#    -39     8       1.6711240590E-057
#    -39     9       2.1859207522E-056
#    -39    10       1.8736203509E-028
#    -39    11       6.3461112186E-032
#    -39    12       4.9687683054E-058
#    -39    13       1.4524746493E-057
#    -39    14       4.3230205071E-055
#    -39    15       8.8734880569E-029
#    -39    16       2.5240504109E-032
#    -39    17       1.8877685606E-058
#    -39    18       4.4978896215E-058
#    -39    19       1.3510701581E-052
#    -39    20       1.9450452516E-029
#    -39    21       3.5267644030E-033
#    -39    22       3.1239871042E-059
#    -39    23       3.9102736727E-059
#    -39    24       6.6244892569E-051
#    -39    25       1.6827081098E-030
#    -39    26       1.5113782849E-034
#    -39    27       2.0834575681E-060
#    -38   -13       3.7273493769E-056
#    -38   -12       3.8134192943E-062
#    -38   -11       3.3547942106E-043
#    -38   -10       1.0591922979E-031
#    -38    -9       8.2898915954E-055
#    -38    -8       9.1211843267E-055
#    -38    -7       2.7932407578E-060
#    -38    -6       5.2360186360E-040
#    -38    -5       5.9440186663E-030
#    -38    -4       5.4006883542E-054
#    -38    -3       1.2588867804E-053
#    -38    -2       5.9068822754E-059
#    -38    -1       1.5900300784E-037
#    -38     0       6.2986640418E-029
#    -38     1       3.4499852016E-054
#    -38     2       2.7691684317E-053
#    -38     3       3.1713704141E-058
#    -38     4       2.1105528348E-035
#    -38     5       1.9576024732E-028
#    -38     6       4.8300437355E-055
#    -38     7       1.2566035680E-050
#    -38     8       8.2097115756E-058
#    -38     9       4.4636857350E-034
#    -38    10       2.1385144193E-028
#    -38    11       1.9067812013E-054
#    -38    12       1.5624621604E-048
#    -38    13       6.3506271399E-058
#    -38    14       6.2314097544E-034
#    -38    15       9.8898966702E-029
#    -38    16       7.9060164677E-055
#    -38    17       5.7248613885E-047
#    -38    18       1.3029754089E-058
#    -38    19       3.9680165987E-034
#    -38    20       2.0277979312E-029
#    -38    21       9.7685356847E-056
#    -38    22       4.0885379871E-046
#    -38    23       1.8508522237E-059
#    -38    24       7.6240868198E-034
#    -38    25       1.5383961461E-030
#    -38    26       4.9530696723E-057
#    -38    27       5.1701800861E-046
#    -38    28       1.5003419345E-062
#    -37   -14       5.9434273217E-051
#    -37   -13       3.4993123696E-056
#    -37   -12       9.2289785704E-056
#    -37   -11       3.8452070330E-052
#    -37   -10       5.8427431243E-024
#    -37    -9       6.6567453829E-050
#    -37    -8       2.8175999470E-056
#    -37    -7       6.6918270899E-057
#    -37    -6       1.5920203734E-052
#    -37    -5       1.4243919290E-023
#    -37    -4       6.0066069279E-047
#    -37    -3       4.2166716348E-057
#    -37    -2       2.9502035113E-057
#    -37    -1       5.1812357697E-053
#    -37     0       1.9033522864E-023
#    -37     1       2.1557625346E-044
#    -37     2       1.4893250818E-057
#    -37     3       1.0019423176E-056
#    -37     4       1.2773927357E-053
#    -37     5       1.1987803422E-024
#    -37     6       3.8721196083E-042
#    -37     7       3.2767128958E-057
#    -37     8       1.0282429743E-056
#    -37     9       3.5232381477E-054
#    -37    10       9.2539450778E-026
#    -37    11       3.3160506795E-039
#    -37    12       3.6735121020E-056
#    -37    13       2.7847640510E-056
#    -37    14       1.0044508402E-054
#    -37    15       3.9247208087E-026
#    -37    16       5.2290039297E-036
#    -37    17       3.8968952057E-056
#    -37    18       1.3616480694E-056
#    -37    19       1.1996792318E-055
#    -37    20       8.6509808486E-026
#    -37    21       2.6609725058E-033
#    -37    22       1.9255849205E-056
#    -37    23       2.7802528039E-057
#    -37    24       5.5976482006E-056
#    -37    25       2.3212211886E-027
#    -37    26       1.2116638040E-031
#    -37    27       1.0644582286E-055
#    -37    28       7.4107395943E-058
#    -36   -15       2.9577511081E-031
#    -36   -14       3.5838449073E-051
#    -36   -13       1.3751712056E-056
#    -36   -12       5.4906308596E-047
#    -36   -11       3.0553228676E-045
#    -36   -10       9.6153725007E-029
#    -36    -9       1.6157611754E-048
#    -36    -8       5.2713237466E-057
#    -36    -7       8.4654940697E-048
#    -36    -6       1.0946041334E-044
#    -36    -5       4.1512288602E-027
#    -36    -4       7.6003770646E-048
#    -36    -3       6.6600560465E-057
#    -36    -2       1.5349579567E-047
#    -36    -1       1.9224087645E-044
#    -36     0       3.7600652717E-026
#    -36     1       6.6902257007E-048
#    -36     2       1.6152554193E-056
#    -36     3       2.6750424646E-047
#    -36     4       3.1063959782E-044
#    -36     5       1.1545765527E-025
#    -36     6       3.8081223756E-048
#    -36     7       2.6288067651E-056
#    -36     8       2.1743136997E-047
#    -36     9       3.0562402588E-044
#    -36    10       1.3968450604E-025
#    -36    11       5.8953082440E-049
#    -36    12       2.2521668339E-056
#    -36    13       1.3294920484E-047
#    -36    14       1.5629381245E-044
#    -36    15       6.9693924175E-026
#    -36    16       1.8926062276E-049
#    -36    17       8.0073428978E-057
#    -36    18       1.1598742182E-046
#    -36    19       3.5109958683E-045
#    -36    20       1.4191214491E-026
#    -36    21       1.2861698451E-047
#    -36    22       4.8054777408E-058
#    -36    23       1.8872791760E-044
#    -36    24       2.9063878999E-046
#    -36    25       1.0323881460E-027
#    -36    26       2.6960046876E-045
#    -36    27       2.5459099932E-059
#    -35   -16       5.1672942532E-023
#    -35   -15       8.8006992683E-008
#    -35   -14       7.1289509943E-026
